download,upload,rtt,operator
153655.53664039445,16992.523483220695,36.07871633423496,starlink
105068.53454063395,33412.17031724114,48.91758840139615,starlink
293995.4966744134,16475.925763581003,56.56098442304241,starlink
146012.6959356424,12531.083536237998,48.99983044141884,starlink
145323.13047406197,24197.178795875538,39.497463476319616,starlink
197054.92170460484,29704.667403385254,33.764465468841586,starlink
259730.54760821647,14110.030859169392,40.89203319367735,starlink
172400.78499732065,14259.921589503978,55.68596782238027,starlink
229477.5167796488,16007.275500871443,51.08805566521434,starlink
121049.24209431965,11446.645729268925,46.69606249220956,starlink
295831.80639851734,12325.552634841297,46.138398544193635,starlink
66496.66479057219,27945.67368888535,37.08693585810314,starlink
242243.31502156772,33516.96379149827,57.70631561540665,starlink
225972.0746585752,18989.98192537322,47.692384029576914,starlink
171212.65862795693,21070.501321022846,41.35668243927718,starlink
62456.890675891256,23815.975866036533,43.56680796199839,starlink
169567.24312038816,17486.64073700408,26.156749192964906,starlink
110644.92222735785,20889.952282443443,42.90698536552189,starlink
270140.57459701056,7200.098910545259,45.75478609994646,starlink
138564.46075313975,25356.15103259346,43.027995505726096,starlink
151800.64293448,20651.063967350558,41.62793192669826,starlink
194674.15024155608,26780.50305705695,51.56582635638721,starlink
248458.94418732717,15362.642044213917,40.12554161421798,starlink
199006.64342946705,38922.794169402674,44.73828029364127,starlink
233429.1070210262,26710.36335687442,53.53002298189185,starlink
193419.01448786512,4978.674767210969,41.33838520480732,starlink
152336.613470883,21661.92253046252,46.68516750696178,starlink
210055.56249538323,14000.262548941095,50.941615487984464,starlink
265365.4885008584,19947.779265187528,36.3888910656256,starlink
139498.3802378918,10868.832980068246,31.531380157827265,starlink
221697.0611878603,15409.459062661463,47.417750647272065,starlink
104551.58382034003,9872.60986009503,44.06504395625143,starlink
138452.30183983402,26576.04525072047,45.570783941620085,starlink
244929.47954713603,28476.36782013265,42.693489534800236,starlink
200614.88078803624,11340.42657978591,40.993091276955354,starlink
163505.09926027438,20078.72476310081,48.23331536707609,starlink
217928.55978566266,17808.6724292145,39.30134402573031,starlink
184785.15173636583,15360.890934945746,45.99669131554486,starlink
162885.30135918586,3837.153961903894,33.99908375977925,starlink
162642.78929364478,20440.777259165854,35.49484735373263,starlink
162638.43843092228,6418.580493053884,43.738329147037774,starlink
143600.21376327012,17874.21028098494,40.888477882769855,starlink
172548.5550851271,30114.875245929965,41.76510484626655,starlink
274833.32418549305,11139.699555064362,53.20806292041242,starlink
76639.05063724198,10703.133767355948,54.396771973818595,starlink
80982.62719686599,21643.083354915863,45.14207078093655,starlink
98338.76626725573,19088.714272489764,42.00897993456123,starlink
184992.39250271345,15191.28321792196,44.51927258019849,starlink
214290.63713629748,22660.319464828153,48.361938104852946,starlink
223062.08563426675,14690.066203413488,42.318636545580816,starlink
236575.63387973237,16249.91392127392,69.10850086228197,starlink
177821.042364419,11958.92604456756,49.393705024545355,starlink
244708.40520910188,22042.373688415177,30.12599039828957,starlink
258552.31276390486,18018.518249278357,30.2610496248054,starlink
112181.89012901553,18117.608417062365,49.219992483406834,starlink
254809.01524516745,17497.286807913148,43.78079304014163,starlink
261651.34086742278,14057.830589098063,53.63853747492411,starlink
284354.37292098196,17643.91573582887,40.067575247894865,starlink
157467.3165977106,5240.538251128781,53.97182637343938,starlink
158607.1264018204,15374.324985977317,33.26589277085093,starlink
133848.17535477056,17711.205420293416,34.72901378924338,starlink
204503.48820359434,10811.944859103565,45.09259396890594,starlink
207299.97965988275,11546.553751566136,30.699905323949217,starlink
208016.46039114875,421.78946657522954,46.30080769052246,starlink
215370.529838197,17947.021719628858,25.789643491581803,starlink
280121.13101488317,18113.110959001595,51.83415402965605,starlink
148496.97695568393,26391.1501053207,38.47943494018967,starlink
210159.17160352314,12711.515639054542,43.32926585929456,starlink
194185.09065972667,10953.08933834286,48.40352661970607,starlink
204231.91915957426,19801.655772456506,44.91527791624565,starlink
172832.3585569668,18353.971681296647,42.538580449693974,starlink
230557.479744306,19987.04607421044,41.16913790395393,starlink
94944.30606877425,9154.463473031228,46.09207036646447,starlink
176411.89925017487,14435.892105704937,46.029035095661,starlink
273723.8281655667,18336.035690121567,49.4737196556254,starlink
198482.25978790125,5564.078651009669,24.77273378526241,starlink
105627.63562619383,28134.114389769446,37.62080965773587,starlink
196279.44555562845,18208.570946761676,31.295111029612052,starlink
95707.9200928193,25655.02598003362,40.48395717905317,starlink
65658.9424416457,18534.21714353986,49.21967847654668,starlink
184690.91207918368,6500.545185277939,45.89879227267439,starlink
104417.14208529599,8408.760643419122,45.79993409406391,starlink
190467.0949584405,16227.186286197075,38.60682650047602,starlink
277708.4407017388,29656.701180862754,57.15295927393428,starlink
136152.06100371238,9191.666626286153,50.0194677595848,starlink
288031.3689478777,21162.531380000095,29.196882254896583,starlink
123801.4136039156,20991.348888307606,44.095530188214205,starlink
71224.8033436565,22759.853788089582,46.79939028269336,starlink
219163.19126029892,63431.396886021634,48.184214293510024,starlink
269752.84398177784,22406.954380676812,47.9108140870705,starlink
357033.8109129392,10266.950128090182,41.95037805405653,starlink
167015.7691346496,12211.59114456421,36.56940467600501,starlink
175475.5990317505,30876.22257083565,49.01331972174344,starlink
124874.44295952833,17814.84983780383,60.271093017570486,starlink
67665.75568039254,27326.002270613375,33.95373638446429,starlink
138801.25203441345,11458.622722743221,39.66210186549214,starlink
55603.09082405323,2846.88768206148,39.283098729584154,starlink
155591.86370792318,18189.190607417917,44.613707912745355,starlink
47627.660365209194,15344.748783609793,37.931452680949306,starlink
82840.31523347383,14315.111477494784,48.83925903797259,starlink
85375.13135835814,16042.261503235712,43.0427161185624,starlink
245736.43824429717,17431.67185546934,67.31102461245331,starlink
199002.3795846519,15052.679065636736,44.39748380852579,starlink
296071.6664865352,25689.47920984977,41.7903668039152,starlink
162358.0555554893,5088.668580007745,43.09698763276621,starlink
198867.9664313391,19964.74701098733,38.09845283880974,starlink
239464.1303367162,22325.04441913049,26.074297343347762,starlink
164833.88885142532,7286.824991198317,32.037165090091946,starlink
229508.58729775986,11919.564736883693,45.496271958930706,starlink
114762.14132410132,15155.12543114859,42.05312773735903,starlink
288716.38516352436,20990.2999262489,36.61289398063474,starlink
201540.58565040719,9062.432666731038,48.390813722301495,starlink
168412.05024874504,28700.599832789594,36.797764945271965,starlink
176400.22438016342,24679.131815034303,28.564428572423093,starlink
173713.26236058463,20927.065524695958,43.60735179444952,starlink
157354.77359208793,19012.50640857138,50.92340964801286,starlink
156939.2462800585,15570.95436612361,39.104590428049,starlink
149153.3784668568,12942.902344829407,40.08733742817027,starlink
217993.07766577287,5852.38387521135,48.802438155227996,starlink
154717.06250461086,29211.412074910502,31.098530755646614,starlink
164017.569047799,15331.961756295734,28.060337312614575,starlink
242673.6042335592,24698.212896754998,49.1654081494236,starlink
286674.7449621911,17768.867172754733,48.22458962786865,starlink
89334.80872259992,13897.238048465346,48.42527122626629,starlink
259262.74393569754,25197.724761311478,41.46091181999798,starlink
193145.30294208525,7786.523524158486,29.790780840252793,starlink
86355.41166625512,18433.686315055893,44.957871605257964,starlink
229907.49232764248,9914.510322514068,32.991414462820906,starlink
156480.5644155935,19810.234783639935,39.92753691589767,starlink
300722.9256017347,29191.17298658501,54.64069004795438,starlink
107672.79686748218,21067.834538179544,46.20201796775897,starlink
260488.92058539702,22418.84622456414,46.73195786406818,starlink
198850.72284633724,46352.50057205848,25.524566952040573,starlink
93568.64172139822,25244.99461974953,30.08430277230523,starlink
216719.93552923403,23885.193476722536,46.69857239973752,starlink
68768.2569057221,10422.403403915043,37.84503406569949,starlink
228665.63299500477,12434.450619194244,45.90697015301726,starlink
168617.4828930924,16242.218817826839,26.102365645989742,starlink
143692.78806506694,10659.807027899298,28.66167765655115,starlink
226786.4378157457,11966.222420678516,45.03128628747757,starlink
198322.21054129506,14465.578296206115,41.13471164912096,starlink
87099.21103370274,25376.44197055926,47.80345115365823,starlink
98896.74543490823,16730.589057243127,38.468930503147945,starlink
159159.48777372346,15351.827951052132,34.574359420158075,starlink
326669.7047356675,25676.22908835186,40.27622289676634,starlink
131160.48919127873,18493.10607515452,48.022016748816455,starlink
68109.36402530615,16661.740784890477,30.866759826028666,starlink
267791.1862903317,17964.824513745585,34.33101552399947,starlink
199250.9098803177,17075.994985674733,40.62853937365227,starlink
126886.19457300282,12491.971552358169,29.26991924965232,starlink
183062.3023147532,10162.17379352183,52.79115975609165,starlink
128464.58894257688,6364.723456260637,45.87292757058341,starlink
245084.17827873077,17382.552476094694,45.66177189732971,starlink
180519.6806222869,23330.72002038385,37.17446366783818,starlink
130484.8747524165,27793.340420480843,41.397259633715564,starlink
248955.89802758693,19660.945944519342,29.219799520740874,starlink
265299.1173975594,14494.592359856677,47.463537637308974,starlink
158032.02457615058,25112.145563675174,50.52636266133828,starlink
121988.37982611255,17943.22410176131,51.394187987613364,starlink
235723.55041363326,30062.4085228364,38.29173646128949,starlink
204541.4973075455,14510.937504488105,44.01662561562713,starlink
113470.05654817051,8507.233885793843,53.91059343667411,starlink
75157.95102407895,9342.6057528175,53.20321877157149,starlink
95195.52279769033,21489.66388003536,39.02219978440436,starlink
230898.44509009307,21599.29219216266,39.7854189670751,starlink
144059.48662636214,13282.395144869964,47.38584457099901,starlink
175655.65688895714,14551.505028515607,37.62511527343208,starlink
233512.09491770476,10862.840329133733,39.28419604043453,starlink
146907.62734920072,10938.267970974053,37.04700293199788,starlink
215930.09341761417,13150.260936801757,50.44209655948001,starlink
143640.20871754515,24014.745525071015,29.84652097228176,starlink
278353.5058000226,22580.947753307257,49.436049029427984,starlink
341996.1661013006,4055.759115124763,53.492775930783544,starlink
155380.89662814495,24691.732129832115,37.35593473667316,starlink
