download,upload,rtt,operator
314289.554548316,22400.155908736702,37.330209048441155,starlink
222187.11496541722,12856.837483507954,44.264664111975165,starlink
166358.6932400803,27282.838379568824,25.324725589278565,starlink
127086.63888059974,9692.027824263509,41.58135632698763,starlink
61310.94546617069,25086.97439587983,41.89639810331806,starlink
116330.43525608908,12107.087063167035,45.58505594405187,starlink
288879.03124855954,7375.63253041634,45.953098686160196,starlink
120545.8560950257,9525.197188988694,42.65621524669655,starlink
121057.92567835822,17536.218123335966,30.80533548471978,starlink
329318.4010663895,19395.92112391644,51.64684191335431,starlink
101936.61913851755,20918.14637533681,57.739873931468644,starlink
171667.40018714571,7636.802227911385,49.1071088301579,starlink
183969.64269451908,17434.476024816224,29.218496654409616,starlink
256725.05966941436,21229.189111651598,34.25481131509684,starlink
264230.06597235997,19218.388162917337,39.026809193130006,starlink
60592.47103736733,31944.309635937796,44.25144069911004,starlink
166768.7698250929,13174.24108560823,46.11259419805175,starlink
125275.06028262695,11353.845325082357,47.86541480636076,starlink
140270.12527122814,17865.245522324592,47.771499884956974,starlink
118284.62034974483,4599.409934219337,43.84168606387565,starlink
77852.3700499363,30704.2955746012,31.177647682565592,starlink
160175.03435765358,23876.773349397838,45.82402843413961,starlink
203492.46558725517,17715.956175709067,65.76681385205954,starlink
137995.97354607336,19565.700243613184,43.64573532795364,starlink
225965.71180745467,16500.91641701407,44.58450219932031,starlink
247263.53832128985,27112.499801103568,30.5855845811222,starlink
72733.94516112037,19026.88752350779,48.754436361295575,starlink
83485.57341401943,15899.352127575079,33.19633028618126,starlink
198425.32774576804,26301.640192791987,44.38106984396126,starlink
234458.48220833985,7468.4378689938685,54.79335601703328,starlink
244410.70237234927,20516.148328725165,40.669890613591086,starlink
54468.79416606067,20798.63684789469,51.35839214162362,starlink
244758.30994286475,18715.089724401834,36.40133251072394,starlink
208627.5212496796,1680.6297594570378,51.31235081654155,starlink
31263.46493489023,13075.59929623284,48.15633511726283,starlink
131503.4448430651,15217.178869263249,42.68111594748336,starlink
243132.6513716208,8611.241772624751,49.72781774931974,starlink
278837.115711263,21630.31618990074,44.292931151588014,starlink
219579.61390086,10563.122017993968,55.13500270411153,starlink
230966.44615002896,32231.277878602006,38.95369285569735,starlink
190714.21883757325,20571.959642032663,35.69137201249674,starlink
213991.9782531955,18731.48039330839,39.50404888269533,starlink
170267.92941295815,17810.58678186209,54.2683008323731,starlink
194761.58960963154,10873.115142582561,55.24694237488785,starlink
69642.13312079427,16354.014333982675,49.15667487268006,starlink
139910.55840645317,9757.708292799862,56.11022744534138,starlink
297244.73667043715,17549.39458859228,35.761934890120244,starlink
176316.15012655014,8992.139407754303,48.025759319735116,starlink
227073.79088093777,34681.02908806787,39.17763101569375,starlink
186139.1946872206,16024.283324232254,27.14542644302894,starlink
101639.42235724568,17053.81512950415,39.205411443548925,starlink
249379.5266381057,12361.924366178986,40.15733070529577,starlink
205033.67848599728,23652.753076922538,53.58479964507699,starlink
231458.80686319942,17691.86221598316,39.685138143734555,starlink
203554.72397925882,9298.389158080494,29.458815917261813,starlink
128053.10752784484,31658.618406722864,34.979005192891265,starlink
300963.62366565375,19416.002940170907,47.035171881646285,starlink
214764.772066948,15400.257800758809,45.229831823403266,starlink
104481.50151800839,23151.170375492897,44.160107988702606,starlink
206429.52439597948,15222.101756453616,49.27263254871642,starlink
250987.82917625798,10115.224571794153,44.875326054153,starlink
10921.810801155409,10700.702269893265,48.09780277571917,starlink
210779.4911458221,9358.173084195416,44.71086032168239,starlink
111084.3410554035,31205.443621410806,50.45301390787104,starlink
271663.5080269074,15585.390991670254,50.56183984983629,starlink
146852.80263143234,3378.5820909433196,55.19729443633446,starlink
126829.98024652182,8976.429485509678,42.93100416393995,starlink
321339.25404435495,18501.768624443583,56.059940356611364,starlink
195288.9281884897,29421.930845249586,46.18260332343393,starlink
163882.21128401285,6836.728991570015,48.51937983736482,starlink
71245.63550565015,7322.162761267466,47.88240482089466,starlink
199787.21463649053,13543.101722732183,45.08306323279511,starlink
241740.45369993243,22761.93125589531,48.30605503834764,starlink
206741.3462234224,16321.981876231366,47.626149787764874,starlink
136199.30073440765,13636.864884408486,30.842776382032497,starlink
151390.88124635592,9340.26501803519,40.061502670811045,starlink
255607.67311103936,24364.268688923705,37.732896459705756,starlink
212393.47193033766,16414.182939688017,41.519688665160636,starlink
102788.51240855682,28205.40119581679,48.99748069158263,starlink
227397.54861844797,38402.03729656968,41.176179965939355,starlink
100290.64941124107,16568.07937148336,36.70292874994862,starlink
258281.16463089184,21462.005312857007,46.04507760540554,starlink
208484.27847650548,15947.387449032281,44.480101246371305,starlink
135937.42803474658,21446.69557365749,21.280593487857615,starlink
277152.3544972245,11964.6757760313,49.93005227095584,starlink
236075.65636137483,15494.407842573495,40.352851464765315,starlink
219349.74629213335,15921.603871936113,44.17673722245518,starlink
283239.9289225556,18409.80034629523,50.706881883097864,starlink
294614.84864689386,14102.834321737242,43.41729248825533,starlink
150479.18554259388,12270.285537296191,26.870672954298463,starlink
226399.62320963218,17641.314172627954,41.04009905539829,starlink
216708.39139435271,13375.140953526277,46.13128235770598,starlink
89151.16111321264,13675.010723659852,42.25939035415165,starlink
193347.21592904214,20842.21439803923,44.68445353574241,starlink
180002.09198425242,17097.460998482336,40.31181790171818,starlink
201301.18142395947,20379.017054217904,49.04186820819296,starlink
148753.10460629867,7598.979023074747,48.328439787058095,starlink
189405.72070044317,21578.146658112033,51.17081952063642,starlink
201508.83685515157,10395.742552248323,42.2012359469623,starlink
222547.27124572935,27269.55534557465,37.256715633303706,starlink
236767.3469698267,16847.184907463492,27.428776740026148,starlink
213096.5239527392,10819.317689276242,49.90058794273975,starlink
231877.064946608,15094.533876208303,46.70081178854496,starlink
126782.94246881473,19714.580722193292,40.96814479884698,starlink
270099.5295147387,28949.902612248297,38.24869020030373,starlink
160882.9185064082,20540.448375305466,50.53942636018697,starlink
200628.1057432409,7398.42310046073,40.78067031852036,starlink
191592.62343293166,8903.480286763428,40.95533799298363,starlink
134930.32447862206,26239.69878275051,35.855409267673515,starlink
44450.430512806626,19607.255608805663,49.24447606564816,starlink
226785.95776619346,15782.710929648043,43.28188503527827,starlink
254776.71808594954,13821.625014579247,31.25147124210357,starlink
173623.99347793794,17237.532482593502,33.653480811978554,starlink
199529.5424448877,23819.239202525936,28.84748790913273,starlink
177741.2138903421,4883.991434545849,47.66737770335086,starlink
234075.00035823227,18245.41000605326,43.35877251573186,starlink
113522.49454827429,16435.89164810913,48.88967711723212,starlink
184840.76306340162,30464.67476478788,39.21086933688358,starlink
136704.21927353786,10237.237385204846,47.100245774398104,starlink
253951.41228504915,25771.946917702815,53.589070352451145,starlink
214587.54741219923,13377.531874611972,30.774120630183525,starlink
186523.42783702002,11906.668424511063,45.72778379110571,starlink
209521.35472433042,12073.429357649882,41.2182854973466,starlink
216498.5501762641,27540.53887335384,52.82012565337623,starlink
100246.40077995503,13452.896728107213,36.092642413785256,starlink
312148.6568567645,19283.813309258625,28.326819639464986,starlink
161744.99004986245,22013.71572549839,30.868213462712678,starlink
187762.6438854898,21302.396054053766,28.740882042218587,starlink
183978.51791591893,24716.17427729963,41.88776684967272,starlink
168227.1317171447,20066.899718328674,43.80509021602771,starlink
235595.17848695404,19122.645715953833,41.852737120766676,starlink
160663.33467316133,10494.806410593961,51.006065854699635,starlink
162322.6551489184,33269.78415380897,48.42406879537936,starlink
161593.8934719768,15249.72695208164,33.58830949223045,starlink
227431.75765739745,22890.754678504356,40.76938121061081,starlink
184892.0331714973,25282.415038095736,26.045503656646872,starlink
258560.70170475988,19995.814506111634,34.619426533736714,starlink
96471.93641041934,9237.734769738241,38.622600386913994,starlink
301398.87322436285,20310.885694888006,43.949865894086685,starlink
187752.82816425228,20057.49090833999,52.96051482439308,starlink
197676.2078408673,10040.333570453886,44.922004889705974,starlink
228163.88126448152,37211.60530837356,35.807684987561565,starlink
184128.94235597676,10201.441186591957,41.98723729232499,starlink
227811.11161037747,24063.136557674996,34.721133175237036,starlink
156988.7729351896,10325.130662720772,40.19578053967393,starlink
203848.45728829343,26139.356882624816,43.41122007693647,starlink
194657.05588594882,30128.432831660473,35.26574052960122,starlink
205566.41720906572,14983.916227167027,47.79836387599671,starlink
224289.3290084562,9502.340000577862,35.481110185343944,starlink
156420.45915832193,25707.218281945396,43.145365435049,starlink
133886.28533261688,17082.60398313926,52.44722608794744,starlink
110753.0979054572,9402.802246649026,49.523669117350494,starlink
259765.83494208308,36295.50712448437,57.472990874189804,starlink
143741.60931380276,10021.032208622071,27.47850021861428,starlink
188862.1079258816,14323.058794635594,32.682693116655706,starlink
205705.57579634618,14074.173454233372,56.51966367089663,starlink
207233.90231288286,14764.496841828435,27.675910897570507,starlink
239997.04120979668,24352.641589290313,56.201623031828596,starlink
70117.30798516898,20427.30317994721,53.49393686907657,starlink
147731.6637889893,9996.284772251469,46.19582705297288,starlink
119672.94778999443,13601.299008769249,39.11977575057863,starlink
227250.29956311002,18205.214598850962,41.42741517171823,starlink
348368.61227312137,24131.449233263043,45.46273010665238,starlink
316485.8537489389,4217.069272307539,45.02220347942202,starlink
424029.8259492434,29006.640735967696,44.487659081861445,starlink
45671.28723278934,11263.29473077849,34.19957389123608,starlink
80348.9134135429,13347.094126838037,38.84535347132087,starlink
161477.78518450065,7202.998665374712,52.52594710753963,starlink
177194.1676502909,13919.81694231852,37.578643940974146,starlink
146520.0578070817,12831.121161130775,37.39174555054119,starlink
115373.69949265508,20267.825327607658,42.53635272825925,starlink
205024.4074161413,17526.71789251465,36.874145685251776,starlink
75130.96441331653,13312.570240832523,52.33319751963968,starlink
276269.2363068555,38459.22124827668,46.082917306339944,starlink
338523.7543331675,29590.52909323822,43.10901135458725,starlink
258366.23832531023,29728.356346648652,48.69572843982285,starlink
204911.32066489814,17783.04388836146,34.59047058192297,starlink
156758.49263077945,8759.334356109604,32.12843384808984,starlink
83086.48236201446,23269.368305459335,38.77608819304368,starlink
169528.23850749774,21862.97540688481,39.075652873512674,starlink
117987.73192649671,14327.804068879335,32.17930928135588,starlink
141088.807787396,15491.460044605632,40.65271602387661,starlink
292716.87734559714,17325.36186488237,47.0286438403355,starlink
218550.48844496493,32919.3339252183,50.545033468364124,starlink
224199.90026413844,20751.88327465914,32.45919437961614,starlink
204849.9040981278,26774.15990166836,30.236249415842074,starlink
236293.33812484323,65928.14928615771,26.94228074265012,starlink
166759.43593350143,24002.348256615773,42.89300288318993,starlink
216195.40050095788,38732.978155142184,46.56263465596859,starlink
187663.88222587554,13835.693295992747,34.29488384673992,starlink
